0,this,1.190000,1.440000,1
0,was,1.440000,1.600000,1
0,easy,1.600000,1.860000,1
0,for,1.900000,2.030000,1
0,us,2.030000,2.320000,1
0,jane,3.820000,4.100000,2
0,may,4.100000,4.280000,2
0,earn,4.370000,4.570000,2
0,more,4.570000,4.760000,2
0,money,4.760000,5.050000,2
0,by,5.050000,5.200000,2
0,working,5.200000,5.560000,2
0,hard,5.560000,5.820000,2
0,she,7.960000,8.170000,3
0,is,8.170000,8.290000,3
0,thinner,8.380000,8.670000,3
0,than,8.670000,8.800000,3
0,i,8.800000,8.910000,3
0,am,8.910000,9.250000,3
0,bright,11.020000,11.250000,4
0,sunshine,11.290000,11.790000,4
0,shimmers,11.790000,12.180000,4
0,on,12.180000,12.320000,4
0,the,12.320000,12.450000,4
0,ocean,12.450000,12.810000,4
0,nothing,14.910000,15.230000,5
0,is,15.230000,15.330000,5
0,as,15.330000,15.470000,5
0,offensive,15.470000,15.970000,5
0,as,15.970000,16.080000,5
0,innocent,16.080000,16.590000,5
0,nothing,17.120000,17.440000,5
0,is,17.440000,17.540000,5
0,as,17.540000,17.710000,5
0,offensive,17.710000,18.170000,5
0,as,18.170000,18.300000,5
0,innocence,18.300000,18.780000,5
1,why,1.130499,1.380499,6
1,yell,1.380499,1.620499,6
1,or,1.620499,1.710499,6
1,worry,1.710499,2.010499,6
1,over,2.040499,2.240499,6
1,silly,2.240499,2.620499,6
1,items,2.620499,3.100499,6
1,where,4.560499,4.800499,7
1,were,4.800499,4.950499,7
1,you,4.950499,5.130499,7
1,while,5.130499,5.410499,7
1,we,5.410499,5.540499,7
1,were,5.540499,5.710499,7
1,away,5.710499,6.060499,7
1,are,8.380499,8.440499,8
1,your,8.440499,8.600499,8
1,grades,8.600499,8.890499,8
1,higher,8.890499,9.250499,8
1,or,9.250499,9.340499,8
1,lower,9.340499,9.630499,8
1,than,9.630499,9.790499,8
1,nancy's,9.790499,10.340499,8
1,he,12.840499,13.010499,9
1,will,13.040499,13.140499,9
1,allow,13.140499,13.520499,9
1,a,13.520499,13.610499,9
1,rare,13.610499,13.870499,9
1,lie,13.870499,14.160499,9
1,will,15.830499,16.030499,10
1,robin,16.030499,16.400499,10
1,wear,16.400499,16.650499,10
1,a,16.650499,16.730499,10
1,yellow,16.730499,17.060499,10
1,lily,17.060499,17.470499,10
2,swing,1.047166,1.307166,11
2,your,1.307166,1.437166,11
2,arm,1.437166,1.667166,11
2,as,1.667166,1.777166,11
2,high,1.777166,1.987166,11
2,as,1.987166,2.157166,11
2,you,2.157166,2.257166,11
2,can,2.257166,2.617166,11
2,before,4.357166,4.707166,12
2,thursday's,4.737166,5.197166,12
2,exam,5.197166,5.607166,12
2,review,5.607166,5.937166,12
2,every,5.937166,6.297166,12
2,formula,6.297166,6.767166,12
2,the,8.857166,8.947166,13
2,museum,8.947166,9.367166,13
2,hires,9.367166,9.707166,13
2,mushisha,9.707166,10.137166,13
2,musicians,10.387166,10.917166,13
2,every,10.917166,11.207166,13
2,evening,11.207166,11.577166,13
2,a,13.267166,13.377166,14
2,roll,13.377166,13.607166,14
2,of,13.607166,13.717166,14
2,wire,13.717166,14.047166,14
2,lay,14.047166,14.247166,14
2,near,14.247166,14.517166,14
2,their,14.517166,14.717166,14
2,a,15.587166,15.697166,14
2,roll,15.697166,15.897166,14
2,of,15.897166,16.037166,14
2,wire,16.037166,16.317166,14
2,lay,16.447166,16.647166,14
2,near,16.647166,16.917166,14
2,the,16.917166,17.007166,14
2,wall,17.007166,17.347166,14
2,carl,18.787166,19.127166,15
2,lived,19.127166,19.377166,15
2,in,19.377166,19.477166,15
2,a,19.477166,19.557166,15
2,lively,19.557166,19.947166,15
2,home,19.947166,20.277166,15
3,alimony,1.190363,1.630363,16
3,harms,1.630363,2.010363,16
3,a,2.010363,2.080363,16
3,div,2.080363,2.220363,16
3,a,2.460363,2.530363,16
3,div,2.530363,2.730363,16
3,sorry,3.670363,3.960363,16
3,a,5.420363,5.450363,16
3,divorced,5.450363,6.030363,16
3,man's,6.030363,6.330363,16
3,wealth,6.330363,6.670363,16
3,she,8.270363,8.490363,17
3,wore,8.490363,8.720363,17
3,warm,8.720363,9.060363,17
3,fleecy,9.120363,9.490363,17
3,woolen,9.490363,9.830363,17
3,overalls,9.830363,10.470363,17
3,alfalfa,12.060363,12.570363,18
3,is,12.570363,12.690363,18
3,healthy,12.690363,13.070363,18
3,for,13.070363,13.180363,18
3,you,13.180363,13.420363,18
3,when,15.090363,15.230363,19
3,all,15.230363,15.400363,19
3,else,15.440363,15.660363,19
3,fails,15.660363,16.160363,19
3,use,16.160363,16.410363,19
3,force,16.410363,16.860363,19
3,although,18.560363,18.860363,20
3,always,18.860363,19.310363,20
3,alone,19.330363,19.630363,20
3,we,19.630363,19.830363,20
3,survive,19.830363,20.310363,20
4,only,1.003560,1.283560,21
4,lawyers,1.283560,1.693560,21
4,love,1.753560,1.963560,21
4,millionaires,1.963560,2.703560,21
4,did,4.333560,4.483560,22
4,dad,4.513560,4.773560,22
4,do,4.773560,4.913560,22
4,academic,4.913560,5.443560,22
4,bidding,5.443560,5.833560,22
4,help,7.523560,7.753560,23
4,greg,7.753560,8.033560,23
4,to,8.033560,8.123560,23
4,pick,8.123560,8.323560,23
4,a,8.323560,8.373560,23
4,peck,8.373560,8.623560,23
4,of,8.623560,8.713560,23
4,potatoes,8.763560,9.393560,23
4,a,11.423560,11.493560,24
4,good,11.493560,11.743560,24
4,attitude,11.743560,12.193560,24
4,is,12.193560,12.293560,24
4,unbeatable,12.293560,12.913560,24
4,coconut,14.963560,15.373560,25
4,cream,15.403560,15.643560,25
4,pie,15.643560,15.833560,25
4,makes,15.833560,16.123560,25
4,a,16.123560,16.173560,25
4,nice,16.173560,16.403560,25
4,dessert,16.453560,16.833560,25
5,don't,1.209002,1.419002,26
5,do,1.419002,1.539002,26
5,charlie's,1.539002,1.959002,26
5,dirly,1.959002,2.279002,26
5,don't,3.089002,3.319002,26
5,do,3.319002,3.459002,26
5,charlie's,3.459002,3.899002,26
5,dirty,3.899002,4.159002,26
5,dishes,4.159002,4.649002,26
5,help,6.109002,6.329002,27
5,celebrate,6.329002,6.789002,27
5,your,6.819002,6.909002,27
5,brother's,6.909002,7.259002,27
5,success,7.259002,7.869002,27
5,only,9.919002,10.169002,28
5,the,10.169002,10.239002,28
5,most,10.239002,10.519002,28
5,accomplished,10.519002,11.049002,28
5,artists,11.069002,11.399002,28
5,obtain,11.399002,11.809002,28
5,popularity,11.809002,12.559002,28
5,critical,15.009002,15.369002,29
5,equipment,15.369002,15.819002,29
5,needs,15.819002,16.029002,29
5,proper,16.029002,16.369002,29
5,maintenance,16.369002,16.949002,29
5,young,19.579002,19.789002,30
5,people,19.789002,20.159002,30
5,participate,20.159002,20.769002,30
5,in,20.769002,20.849002,30
5,athletic,20.849002,21.289002,30
5,activities,21.289002,21.989002,30
6,barb's,1.222404,1.572404,31
6,gold,1.572404,1.792404,31
6,bracelet,1.832404,2.222404,31
6,was,2.222404,2.342404,31
6,a,2.342404,2.412404,31
6,graduation,2.412404,3.052404,31
6,present,3.052404,3.432404,31
6,stimulating,5.652404,6.302404,32
6,discussions,6.332404,6.822404,32
6,keep,6.822404,7.072404,32
6,students',7.072404,7.442404,32
6,attention,7.442404,8.042404,32
6,etiquette,10.412404,10.732404,33
6,mandates,10.732404,11.202404,33
6,compliance,11.202404,11.732404,33
6,with,11.732404,11.852404,33
6,existing,11.852404,12.362404,33
6,regulations,12.362404,13.222404,33
6,biblical,15.622404,16.042404,34
6,scholars,16.042404,16.482404,34
6,argue,16.502404,16.822404,34
6,history,16.822404,17.382404,34
6,elderly,19.292404,19.682404,35
6,people,19.682404,20.032404,35
6,are,20.032404,20.162404,35
6,often,20.252404,20.592404,35
6,sorry,20.882404,21.092404,35
6,elderly,21.232404,21.602404,35
6,people,21.602404,21.902404,35
6,are,21.902404,22.012404,35
6,often,22.012404,22.282404,35
6,excluded,22.282404,22.882404,35
7,basketball,0.957143,1.477143,36
7,can,1.477143,1.627143,36
7,be,1.627143,1.737143,36
7,an,1.737143,1.827143,36
7,entertaining,1.847143,2.387143,36
7,sport,2.387143,2.777143,36
7,addition,4.987143,5.367143,37
7,and,5.367143,5.517143,37
7,subtraction,5.517143,6.077143,37
7,are,6.077143,6.187143,37
7,learned,6.187143,6.467143,37
7,skills,6.467143,6.917143,37
7,grandmother,9.347143,9.847143,38
7,outgrew,9.847143,10.247143,38
7,her,10.247143,10.367143,38
7,upbringing,10.367143,10.877143,38
7,in,10.877143,10.997143,38
7,petticoats,10.997143,11.697143,38
7,at,14.327143,14.477143,39
7,twilight,14.497143,14.877143,39
7,on,14.877143,14.967143,39
7,the,14.967143,15.047143,39
7,twelfth,15.047143,15.417143,39
7,day,15.417143,15.607143,39
7,we'll,15.607143,15.807143,39
7,have,15.807143,16.087143,39
7,chablis,16.087143,16.797143,39
7,catastrophic,19.187143,19.907143,40
7,economic,19.907143,20.417143,40
7,cutbacks,20.417143,20.997143,40
7,neglect,20.997143,21.427143,40
7,the,21.427143,21.537143,40
7,poor,21.537143,21.847143,40
8,ambidextrous,0.998027,1.638027,41
8,pickpockets,1.688027,2.228027,41
8,accomplish,2.228027,2.778027,41
8,more,2.778027,3.028027,41
8,even,5.148027,5.338027,42
8,a,5.338027,5.408027,42
8,simple,5.408027,5.768027,42
8,vocabulary,5.768027,6.448027,42
8,contains,6.448027,6.898027,42
8,symbols,6.898027,7.468027,42
8,the,9.388027,9.498027,43
8,eastern,9.498027,9.898027,43
8,coast,9.898027,10.208027,43
8,is,10.208027,10.318027,43
8,a,10.318027,10.378027,43
8,place,10.378027,10.628027,43
8,for,10.628027,10.768027,43
8,pure,10.798027,10.998027,43
8,pleasure,10.998027,11.488027,43
8,and,11.488027,11.598027,43
8,excitement,11.598027,12.158027,43
8,the,15.108027,15.178027,44
8,lack,15.178027,15.418027,44
8,of,15.418027,15.518027,44
8,heat,15.518027,15.778027,44
8,compounded,15.778027,16.258027,44
8,the,16.258027,16.338027,44
8,tenant's,16.338027,16.728027,44
8,grievances,16.728027,17.408027,44
8,academic,20.208027,20.698027,45
8,aptitude,20.698027,21.228027,45
8,guarantees,21.228027,21.778027,45
8,your,21.778027,21.878027,45
8,diploma,21.878027,22.368027,45
9,prowler,0.956440,1.316440,46
9,wore,1.346440,1.526440,46
9,a,1.526440,1.616440,46
9,ski,1.616440,1.846440,46
9,mask,1.846440,2.186440,46
9,for,2.186440,2.316440,46
9,disguise,2.316440,2.986440,46
9,we,4.886440,4.966440,47
9,experience,4.966440,5.496440,47
9,distress,5.496440,5.976440,47
9,and,5.976440,6.106440,47
9,frustration,6.106440,6.676440,47
9,obtaining,6.676440,7.116440,47
9,our,7.116440,7.226440,47
9,degrees,7.226440,7.836440,47
9,the,10.496440,10.606440,48
9,singer's,10.606440,10.966440,48
9,finger,10.966440,11.286440,48
9,had,11.286440,11.486440,48
9,a,11.526440,11.566440,48
9,splinter,11.566440,12.076440,48
9,the,14.366440,14.476440,49
9,legislature,14.476440,15.076440,49
9,met,15.076440,15.296440,49
9,to,15.296440,15.436440,49
